name,rating,card_type,position,nation,league,team,pace,shooting,passing,dribbling,defense,physicality
Alessandro Nesta,92,icon,CB,Italy,Icons,Icons,72,42,65,67,94,86
Alessandro Del Piero,92,icon,CF,Italy,Icons,Icons,83,92,89,92,43,67
Karim Benzema,92,winter-wildcards,CM,France,LaLiga Santander,Real Madrid,83,89,87,92,81,86
Lothar Matthäus,92,world-cup-icon,CDM,Germany,Icons,Icons,88,87,88,80,90,83
Virgil van Dijk,92,world-cup-stories,CB,Netherlands,Premier League,Liverpool,83,61,73,74,92,88
Roberto Baggio,92,world-cup-icon,CAM,Italy,Icons,Icons,87,83,90,91,39,61
Johan Cruyff,92,world-cup-icon,CF,Netherlands,Icons,Icons,91,90,89,94,41,73
Eusébio,92,world-cup-icon,CF,Portugal,Icons,Icons,93,94,88,92,41,77
Cafu,92,world-cup-icon,RB,Brazil,Icons,Icons,91,58,85,88,89,85
Sadio Mané,92,road-to-world-cup,LM,Senegal,Bundesliga,FC Bayern München,93,87,85,91,47,80
Christopher Nkunku,92,world-cup-path-to-glory,CF,France,Bundesliga,RB Leipzig,94,87,90,94,74,76
Bernardo Silva,92,world-cup-path-to-glory,CAM,Portugal,Premier League,Manchester City,84,83,89,96,67,75
Mohamed Salah,92,team-of-the-week,RW,Egypt,Premier League,Liverpool,92,91,85,92,49,78
Robert Lewandowski,92,potm-laliga-santander,ST,Poland,LaLiga Santander,FC Barcelona,77,92,81,87,45,84
Mohamed Salah,92,out-of-position,ST,Egypt,Premier League,Liverpool,92,91,85,92,48,78
Kylian Mbappé,92,team-of-the-week,ST,France,Ligue 1 Uber Eats,Paris SG,98,90,82,93,37,78
Lionel Messi,92,potm-ligue-1,CAM,Argentina,Ligue 1 Uber Eats,Paris SG,82,90,91,95,35,65
Kevin De Bruyne,92,team-of-the-week,CM,Belgium,Premier League,Manchester City,75,89,94,88,66,79
Sadio Mané,92,ones-to-watch,LM,Senegal,Bundesliga,FC Bayern München,93,87,85,91,48,82
Ferenc Puskás,92,icon,ST,Hungary,Icons,Icons,89,95,90,91,47,77
Gerd Müller,92,icon,ST,Germany,Icons,Icons,84,93,75,86,42,75
Garrincha,92,icon,RW,Brazil,Icons,Icons,90,86,92,94,41,67
Paolo Maldini,92,icon,CB,Italy,Icons,Icons,82,56,74,68,95,81
Joaquín,91,premium-squad-building-challenge,RM,Spain,LaLiga Santander,Real Betis,90,91,94,91,52,80
Marco Asensio,91,premium-squad-building-challenge,RW,Spain,LaLiga Santander,Real Madrid,93,89,88,93,52,79
Viktor Claesson,91,team-of-the-season,CM,Sweden,3F Superliga,F.C. København,91,90,89,92,67,90
Daniel Muñoz,91,team-of-the-season,RB,Colombia,1A Pro League,KRC Genk,92,66,82,86,89,91
Paul Mullin,91,team-of-the-season,ST,England,England Division Five,Wrexham AFC,95,92,81,91,63,93
Rodri,91,uefa-champions-league-motm,CDM,Spain,Premier League,Manchester City,87,88,89,89,91,92
Stanislav Lobotka,91,team-of-the-season,CDM,Slovakia,Serie A TIM,Napoli,85,80,91,91,90,89
Gonçalo Ramos,91,team-of-the-season,ST,Portugal,Liga Portugal,SL Benfica,94,90,81,90,56,96
Nicolás Otamendi,91,team-of-the-season,CB,Argentina,Liga Portugal,SL Benfica,85,66,74,77,92,91
Héctor Bellerín,91,team-of-the-season,RWB,Spain,Liga Portugal,Sporting CP,95,81,88,91,88,85
Alessio Romagnoli,91,team-of-the-season,CB,Italy,Serie A TIM,Latium,86,52,72,78,93,90
Juan Cuadrado,91,team-of-the-season-moments,RM,Colombia,Serie A TIM,Juventus,99,84,86,94,84,85
Georginio Wijnaldum,91,showdown,CM,Netherlands,Serie A TIM,Roma FC,87,88,90,91,87,89
Dries Mertens,91,team-of-the-season,CAM,Belgium,Süper Lig,Galatasaray,92,90,89,94,40,70
Rémy Cabella,91,team-of-the-season,CAM,France,Ligue 1 Uber Eats,LOSC Lille,95,89,91,96,59,72
Jean-Clair Todibo,91,team-of-the-season,CB,France,Ligue 1 Uber Eats,OGC Nice,87,57,75,82,91,89
Hamari Traoré,91,team-of-the-season,RB,Mali,Ligue 1 Uber Eats,Stade Rennais FC,94,71,85,88,86,91
Presnel Kimpembe,91,flashback-player-sbc,CB,France,Ligue 1 Uber Eats,Paris SG,89,56,80,83,91,94
Sebastián Driussi,91,team-of-the-season,CAM,Argentina,Major League Soccer,Austin FC,90,93,89,91,36,80
Lorenzo Insigne,91,team-of-the-season-moments,LW,Italy,Major League Soccer,Toronto FC,93,89,90,92,44,55
Nabil Fekir,91,team-of-the-season-moments,CAM,France,LaLiga Santander,Real Betis,90,90,92,92,44,89
Yannick Carrasco,91,flashback-player-sbc,LM,Belgium,LaLiga Santander,Atlético de Madrid,95,88,85,94,58,76
Gayà,91,team-of-the-season,LB,Spain,LaLiga Santander,Valencia CF,93,70,86,91,87,85
Raphaël Guerreiro,91,team-of-the-season,LB,Portugal,Bundesliga,Borussia Dortmund,88,87,94,95,88,78
Romarinho,91,team-of-the-season,CF,Brazil,Rest of World,Al Ittihad,98,90,84,93,44,80
Leroy Sané,91,team-of-the-season,LM,Germany,Bundesliga,FC Bayern München,95,91,89,92,46,78
Maxence Lacroix,91,team-of-the-season-moments,CB,France,Bundesliga,VfL Wolfsburg,91,41,76,80,91,90
Erling Haaland,91,potm-premier-league,ST,Norway,Premier League,Manchester City,92,94,71,87,52,91
Viktor Gyökeres,91,team-of-the-season,ST,Sweden,EFL Championship,Coventry City,93,90,88,90,48,93
Allan Saint-Maximin,91,team-of-the-season-moments,LW,France,Premier League,Newcastle Utd,96,87,86,93,35,80
Palhinha,91,team-of-the-season,CDM,Portugal,Premier League,Fulham,80,79,83,84,92,97
Reece James,91,team-of-the-season-moments,RWB,England,Premier League,Chelsea,90,79,87,89,88,87
Luuk de Jong,91,team-of-the-season-moments,ST,Netherlands,Eredivisie,PSV,92,94,84,87,52,90
Steven Bergwijn,91,team-of-the-season,LW,Netherlands,Eredivisie,Ajax,96,91,87,94,55,84
Nathan Aké,91,team-of-the-season,CB,Netherlands,Premier League,Manchester City,86,62,81,83,91,91
Lutsharel Geertruida,91,team-of-the-season,CB,Netherlands,Eredivisie,Feyenoord,90,71,85,88,91,91
Dimitri Payet,91,team-of-the-season-moments,LW,France,Ligue 1 Uber Eats,OM,91,92,88,92,49,84
Giovanni Reyna,91,team-of-the-season-moments,CAM,United States,Bundesliga,Borussia Dortmund,92,86,88,96,50,85
Mario Gomez,91,fut-fantasy-hero,ST,Germany,Serie A TIM,HERO,87,93,81,87,46,88
Lúcio,91,league-player,CB,Brazil,Bundesliga,HERO,85,74,77,81,94,91
Michaël Essien,91,special-item,CDM,Ghana,Icons,Icons,86,78,82,84,91,91
Bruno Guimarães,91,fut-birthday,CM,Brazil,Premier League,Newcastle Utd,83,83,90,91,87,90
Heung Min Son,91,team-of-the-week,ST,Korea Republic,Premier League,Spurs,90,91,86,88,44,73
Rui Costa,91,fut-birthday-icon,CAM,Portugal,Icons,Icons,87,84,89,89,45,80
Pedri,91,fut-birthday,CM,Spain,LaLiga Santander,FC Barcelona,88,79,88,92,78,84
Thomas Müller,91,fut-birthday,CAM,Germany,Bundesliga,FC Bayern München,84,89,87,88,63,77
Marquinhos,91,fut-birthday,CB,Brazil,Ligue 1 Uber Eats,Paris SG,82,59,80,80,92,85
Mario Gomez,91,fut-fantasy-hero,ST,Germany,Bundesliga,HERO,87,93,81,87,46,88
Dirk Kuyt,91,fut-fantasy-hero,CAM,Netherlands,Eredivisie,HERO,90,93,87,90,76,87
Rafael Márquez,91,fut-fantasy-hero,CB,Mexico,Major League Soccer,HERO,81,69,78,77,93,91
Jay-Jay Okocha,91,fut-fantasy-hero,CAM,Nigeria,Süper Lig,HERO,91,87,86,96,44,65
Eden Hazard,91,fantasy-fut,LW,Belgium,LaLiga Santander,Real Madrid,92,88,89,94,44,78
Harry Kewell,91,fut-fantasy-hero,LW,Australia,Premier League,HERO,94,90,92,92,57,74
Marcos Llorente,91,fantasy-fut,CM,Spain,LaLiga Santander,Atlético de Madrid,94,85,88,89,85,87
Saïd Benrahma,91,fantasy-fut,LM,Algeria,Premier League,West Ham,90,88,89,94,52,74
Kalvin Phillips,91,uefa-champions-league-road-to-the-final,CDM,England,Premier League,Manchester City,84,76,88,87,89,93
Erik Lamela,91,uefa-europa-league-road-to-the-final,RW,Argentina,LaLiga Santander,Sevilla FC,93,91,94,94,65,90
Federico Chiesa,91,uefa-europa-league-road-to-the-final,LW,Italy,Serie A TIM,Juventus,97,90,89,93,56,84
Anthony Martial,91,uefa-europa-league-road-to-the-final,ST,France,Premier League,Manchester Utd,94,90,85,95,46,80
Gabriel Martinelli,91,uefa-europa-league-road-to-the-final,LM,Brazil,Premier League,Arsenal,96,84,83,93,64,82
Roberto Firmino,91,uefa-champions-league-road-to-the-final,CF,Brazil,Premier League,Liverpool,88,87,87,94,67,84
Cristiano Ronaldo,91,team-of-the-week,ST,Portugal,Rest of World,Al Nassr,83,93,80,86,35,76
Gavi,91,fut-future-stars,CM,Spain,LaLiga Santander,FC Barcelona,88,80,90,92,76,81
João Cancelo,91,toty-honourable-mentions,LB,Portugal,Premier League,Manchester City,90,78,88,90,85,80
Vinícius Jr.,91,toty-honourable-mentions,LW,Brazil,LaLiga Santander,Real Madrid,99,86,82,94,34,76
Kalidou Koulibaly,91,toty-honourable-mentions,CB,Senegal,Premier League,Chelsea,85,37,70,77,92,90
Ashley Cole,91,toty-icon,LB,England,Icons,Icons,90,70,85,85,91,81
Nemanja Vidić,91,toty-icon,CB,Serbia,Icons,Icons,84,51,63,74,94,92
Sergio Ramos,91,flashback-player-sbc,CB,Spain,Ligue 1 Uber Eats,Paris SG,83,72,78,77,92,88
Casemiro,91,team-of-the-week,CDM,Brazil,Premier League,Manchester Utd,66,76,78,75,89,92
Neymar Jr,91,fut-centurions,CAM,Brazil,Ligue 1 Uber Eats,Paris SG,90,87,87,95,39,64
Wayne Rooney,91,icon,ST,England,Icons,Icons,89,92,83,88,55,89
Robin van Persie,91,icon,ST,Netherlands,Icons,Icons,85,94,87,90,46,74
Steven Gerrard,91,icon,CM,England,Icons,Icons,77,90,90,85,77,84
Sócrates,91,icon,CAM,Brazil,Icons,Icons,84,90,91,90,45,84
Ronald Koeman,91,icon,CB,Netherlands,Icons,Icons,75,88,89,80,90,86
Roberto Carlos,91,icon,LB,Brazil,Icons,Icons,92,83,84,81,86,86
Robert Pirès,91,icon,LM,France,Icons,Icons,88,82,88,89,40,64
Philipp Lahm,91,icon,RB,Germany,Icons,Icons,87,72,87,87,90,73
Pavel Nedvěd,91,icon,LM,Czech Republic,Icons,Icons,85,88,90,90,60,81
Paul Scholes,91,icon,CM,England,Icons,Icons,72,87,91,80,64,82
Patrick Vieira,91,icon,CM,France,Icons,Icons,83,80,82,85,90,91
Patrick Kluivert,91,icon,ST,Netherlands,Icons,Icons,86,88,80,83,41,82
Miroslav Klose,91,icon,ST,Germany,Icons,Icons,88,88,76,82,41,81
Michael Owen,91,icon,ST,England,Icons,Icons,90,89,70,88,34,67
Michael Laudrup,91,icon,CAM,Denmark,Icons,Icons,85,79,90,92,38,64
Michael Ballack,91,icon,CM,Germany,Icons,Icons,81,90,88,83,81,86
Marcel Desailly,91,icon,CB,France,Icons,Icons,83,52,66,67,90,90
Laurent Blanc,91,icon,CB,France,Icons,Icons,79,69,70,78,92,86
Kaká,91,icon,CAM,Brazil,Icons,Icons,91,86,88,92,44,73
Juan Román Riquelme,91,icon,CAM,Argentina,Icons,Icons,70,87,93,93,32,69
Ian Rush,91,icon,ST,Wales,Icons,Icons,86,92,72,86,45,81
Gheorghe Hagi,91,icon,CAM,Romania,Icons,Icons,83,89,90,90,43,65
Fernando Torres,91,icon,ST,Spain,Icons,Icons,93,90,79,88,45,78
Fernando Hierro,91,icon,CB,Spain,Icons,Icons,73,68,76,70,93,87
Didier Drogba,91,icon,ST,Ivory Coast,Icons,Icons,90,92,77,82,47,90
David Trezeguet,91,icon,ST,France,Icons,Icons,81,92,70,82,45,80
Clarence Seedorf,91,icon,CAM,Netherlands,Icons,Icons,80,87,90,88,68,82
Bastian Schweinsteiger,91,icon,CM,Germany,Icons,Icons,76,86,89,86,86,86
Andriy Shevchenko,91,icon,ST,Ukraine,Icons,Icons,88,92,72,87,34,75
Alan Shearer,91,icon,ST,England,Icons,Icons,81,93,77,78,52,85
Joshua Kimmich,91,winter-wildcards,CM,Germany,Bundesliga,FC Bayern München,78,80,90,99,85,81
Toni Kroos,91,winter-wildcards,CM,Germany,LaLiga Santander,Real Madrid,80,85,93,86,79,76
N'Golo Kanté,91,winter-wildcards,CDM,France,Premier League,Chelsea,80,75,81,85,90,85
Casemiro,91,world-cup-team-of-the-tournament,CM,Brazil,Premier League,Manchester Utd,76,78,80,77,90,92
Harry Kane,91,world-cup-team-of-the-tournament,ST,England,Premier League,Spurs,84,93,86,85,48,85
Kylian Mbappé,91,world-cup-team-of-the-tournament,LW,France,Ligue 1 Uber Eats,Paris SG,99,92,85,95,40,82
Hristo Stoichkov,91,world-cup-icon,LW,Bulgaria,Icons,Icons,91,92,87,91,49,85
Rafael Leão,91,world-cup-phenoms,ST,Portugal,Serie A TIM,Milan,96,85,81,91,34,83
Fabio Cannavaro,91,world-cup-icon,CB,Italy,Icons,Icons,78,44,63,67,93,84
Kenny Dalglish,91,world-cup-icon,ST,Scotland,Icons,Icons,89,91,78,89,42,72
Carles Puyol,91,world-cup-icon,CB,Spain,Icons,Icons,75,45,67,58,93,91
Gareth Bale,91,world-cup-stories,RW,Wales,Major League Soccer,LAFC,89,92,90,88,63,83
Samuel Eto'o,91,world-cup-icon,ST,Cameroon,Icons,Icons,93,92,82,89,52,82
Luís Figo,91,world-cup-icon,RW,Portugal,Icons,Icons,91,87,89,91,40,79
Bobby Moore,91,world-cup-icon,CB,England,Icons,Icons,80,62,82,77,92,84
Emilio Butragueño,91,world-cup-icon,ST,Spain,Icons,Icons,93,89,80,91,42,69
Heung Min Son,91,road-to-world-cup,LW,Korea Republic,Premier League,Spurs,90,91,86,89,44,75
Alejandro Gómez,91,world-cup-path-to-glory,CAM,Argentina,LaLiga Santander,Sevilla FC,93,87,90,93,47,65
Diego Forlán,91,world-cup-hero,ST,Uruguay,LaLiga Santander,HERO,90,94,83,90,58,80
Karim Benzema,91,world-cup-player,CF,France,World Cup,France,80,88,83,87,39,78
Lionel Messi,91,world-cup-player,RW,Argentina,World Cup,Argentina,81,89,90,94,34,64
Kevin De Bruyne,91,world-cup-player,CM,Belgium,World Cup,Belgium,74,88,93,87,64,77
Robert Lewandowski,91,world-cup-player,ST,Poland,World Cup,Poland,75,91,79,86,44,83
Rudi Völler,91,world-cup-hero,ST,Germany,Serie A TIM,HERO,91,94,78,90,49,87
Kylian Mbappé,91,world-cup-player,ST,France,World Cup,France,97,89,80,92,36,76
Cristiano Ronaldo,91,rulebreakers,ST,Portugal,Premier League,Manchester Utd,83,89,80,90,37,78
Robert Lewandowski,91,nif,ST,Poland,LaLiga Santander,FC Barcelona,75,91,79,86,44,83
Kevin De Bruyne,91,nif,CM,Belgium,Premier League,Manchester City,74,88,93,87,64,77
Pierre-Emerick Aubame...,91,ucl-road-to-the-knockouts,ST,Gabon,Premier League,Chelsea,93,90,84,85,42,76
Mohamed Salah,91,team-of-the-week,RM,Egypt,Premier League,Liverpool,91,90,83,91,47,77
Pelé,91,icon,CF,Brazil,Icons,Icons,94,89,88,93,53,73
Marco van Basten,91,icon,ST,Netherlands,Icons,Icons,79,92,75,87,40,70
Johan Cruyff,91,icon,CF,Netherlands,Icons,Icons,91,89,88,93,41,72
Eusébio,91,icon,CF,Portugal,Icons,Icons,93,93,88,90,42,74
Ronaldinho,91,icon,CAM,Brazil,Icons,Icons,91,86,88,92,36,79
Zinedine Zidane,91,icon,CM,France,Icons,Icons,84,86,91,90,73,81
Roberto Baggio,91,icon,CAM,Italy,Icons,Icons,88,82,89,90,38,60
Lothar Matthäus,91,icon,CDM,Germany,Icons,Icons,87,84,86,77,89,82
Franco Baresi,91,icon,CB,Italy,Icons,Icons,69,48,74,70,94,80
Lionel Messi,91,rare,RW,Argentina,Ligue 1 Uber Eats,Paris SG,81,89,90,94,34,64
Kylian Mbappé,91,rare,ST,France,Ligue 1 Uber Eats,Paris SG,97,89,80,92,36,76
Karim Benzema,91,rare,CF,France,LaLiga Santander,Real Madrid,80,88,83,87,39,78
Zoran Arsenić,90,team-of-the-season,CB,Croatia,PKO Bank Polski Ekstraklasa,Raków,85,64,81,82,90,92
Georges Mikautadze,90,team-of-the-season,ST,Georgia,Ligue 2 BKT,FC Metz,97,91,89,95,60,91
Jonathan Ikoné,90,showdown,RW,France,Serie A TIM,Fiorentina,98,85,90,92,48,78
Otávio,90,team-of-the-season,RM,Portugal,Liga Portugal,FC Porto,92,86,90,95,75,82
Ricardo Horta,90,team-of-the-season,CAM,Portugal,Liga Portugal,SC Braga,89,91,89,90,52,83
Edin Džeko,90,uefa-champions-league-motm,ST,Bosnia Herzegovina,Serie A TIM,Inter,75,91,78,86,51,83
Bernardo Silva,90,uefa-champions-league-motm,RM,Portugal,Premier League,Manchester City,81,81,87,95,63,71
Rodrygo,90,uefa-champions-league-motm,RW,Brazil,LaLiga Santander,Real Madrid,95,88,85,93,41,67
Nayef Aguerd,90,uecl-motm,CB,Morocco,Premier League,West Ham,86,60,75,76,92,91
Michy Batshuayi,90,domestic-man-of-the-match,ST,Belgium,Süper Lig,Fenerbahçe,89,91,72,90,46,90
Gabriel Strefezza,90,team-of-the-season,RW,Brazil,Serie A TIM,Lecce,98,86,87,92,42,81
Armand Laurienté,90,team-of-the-season,LW,France,Serie A TIM,Sassuolo,92,88,88,93,51,74
Badou Ndiaye,90,team-of-the-season,CM,Senegal,Süper Lig,Adana Demirspor,87,81,86,90,88,90
Nathan Redmond,90,team-of-the-season,RM,England,Süper Lig,Beşiktaş,94,90,89,93,46,74
Sérgio Oliveira,90,team-of-the-season,CM,Portugal,Süper Lig,Galatasaray,87,86,94,88,83,82
Chancel Mbemba,90,team-of-the-season,CB,DR Congo,Ligue 1 Uber Eats,OM,87,57,67,78,92,92
Loïs Openda,90,team-of-the-season,ST,Belgium,Ligue 1 Uber Eats,RC Lens,99,91,86,90,45,93
Benjamin André,90,team-of-the-season,CDM,France,Ligue 1 Uber Eats,LOSC Lille,85,76,84,88,89,95
Yimmi Chará,90,showdown-plus,CAM,Colombia,Major League Soccer,Portland Timbers,95,88,86,91,59,81
Diego Chará,90,showdown-plus,CDM,Colombia,Major League Soccer,Portland Timbers,85,79,84,84,88,90
Cristian Roldan,90,showdown-plus,RM,United States,Major League Soccer,Sounders FC,91,86,89,90,81,90
Alex Roldan,90,showdown-plus,RB,El Salvador,Major League Soccer,Sounders FC,93,73,85,87,86,87
Kai Wagner,90,team-of-the-season,LB,Germany,Major League Soccer,Philadelphia,93,76,90,88,85,87
Giorgio Chiellini,90,team-of-the-season-moments,CB,Italy,Major League Soccer,LAFC,85,63,81,77,93,91
Jesus Ferreira,90,team-of-the-season,ST,United States,Major League Soccer,FC Dallas,90,91,88,90,56,81
David García,90,team-of-the-season,CB,Spain,LaLiga Santander,CA Osasuna,84,50,83,86,93,92
Pau Torres,90,team-of-the-season,CB,Spain,LaLiga Santander,Villarreal CF,83,44,76,80,91,90
Isi,90,team-of-the-season,RM,Spain,LaLiga Santander,Rayo Vallecano,96,86,85,93,48,76
Valentin Castellanos,90,team-of-the-season-moments,ST,Argentina,LaLiga Santander,Girona FC,90,93,88,91,52,87
Fernando Morientes,90,world-cup-hero,ST,Spain,LaLiga Santander,HERO,86,92,78,84,46,87
Luiz Gustavo,90,team-of-the-season,CDM,Brazil,Rest of World,Al Nassr,86,81,83,84,90,94
Odion Ighalo,90,team-of-the-season,ST,Nigeria,Rest of World,Al Hilal,87,92,81,88,55,96
Kaku,90,team-of-the-season,CM,Paraguay,Rest of World,Al Taawoun,90,87,88,91,80,84
Marcus Thuram,90,team-of-the-season,ST,France,Bundesliga,M'gladbach,94,91,86,91,61,90
Nico Schlotterbeck,90,team-of-the-season,CB,Germany,Bundesliga,Borussia Dortmund,86,64,77,81,92,90
Jonas Hofmann,90,team-of-the-season,CAM,Germany,Bundesliga,M'gladbach,85,87,90,90,74,84
Danilho Doekhi,90,team-of-the-season,CB,Netherlands,Bundesliga,Union Berlin,84,55,75,80,90,95
Rafael Leão,90,potm-serie-a,LW,Portugal,Serie A TIM,Milan,96,86,82,92,33,84
Bali Mumba,90,team-of-the-season,LB,England,EFL League One,Plymouth Argyle,94,75,83,84,86,85
Junior Tchamadeu,90,team-of-the-season,RM,England,EFL League Two,Colchester,94,87,85,85,81,82
Alex Scott,90,team-of-the-season,CAM,England,EFL Championship,Bristol City,85,87,90,87,80,83
Barry Bannan,90,team-of-the-season,CM,Scotland,EFL League One,Sheffield Wed,86,80,95,91,81,84
Ryan Giles,90,team-of-the-season,LB,England,EFL Championship,Middlesbrough,96,75,92,88,85,83
Tahith Chong,90,team-of-the-season-moments,CM,Netherlands,EFL Championship,Birmingham City,90,88,89,90,83,85
Dani Olmo,90,domestic-man-of-the-match,CAM,Spain,Bundesliga,RB Leipzig,82,88,90,94,62,72
Samuel Chukwueze,90,team-of-the-season,RM,Nigeria,LaLiga Santander,Villarreal CF,97,86,83,94,47,78
Deulofeu,90,flashback-player-sbc,LW,Spain,Serie A TIM,Udinese,96,88,87,92,42,81
Mohammed Kudus,90,team-of-the-season,RW,Ghana,Eredivisie,Ajax,96,85,87,93,78,89
James Tavernier,90,team-of-the-season,RB,England,cinch Premiership,Rangers,93,85,88,87,83,91
Vangelis Pavlidis,90,team-of-the-season,ST,Greece,Eredivisie,AZ,90,90,80,90,57,93
Moisés Caicedo,90,team-of-the-season-moments,CDM,Ecuador,Premier League,Brighton,90,81,85,87,89,90
Romelu Lukaku,90,team-of-the-week,ST,Belgium,Serie A TIM,Inter,88,91,80,85,43,87
Benjamin White,90,showdown,CB,England,Premier League,Arsenal,85,38,76,83,90,85
Frank Lampard,90,special-item,CM,England,Icons,Icons,74,90,88,84,73,81
Joe Cole,90,league-player,CAM,England,Premier League,HERO,92,88,89,93,54,75
Xavi,90,special-item,CM,Spain,Icons,Icons,82,79,94,93,71,72
Marcos Acuña,90,team-of-the-week,LB,Argentina,LaLiga Santander,Sevilla FC,87,81,88,92,85,88
Yaya Touré,90,league-player,CDM,Ivory Coast,Premier League,HERO,83,86,90,88,83,92
Erling Haaland,90,uefa-champions-league-motm,ST,Norway,Premier League,Manchester City,91,93,69,84,51,89
Joshua Kimmich,90,uefa-champions-league-motm,CDM,Germany,Bundesliga,FC Bayern München,70,73,88,85,84,81
Mats Hummels,90,fut-birthday,CB,Germany,Bundesliga,Borussia Dortmund,84,63,80,78,91,88
John Barnes,90,fut-birthday-icon,LW,England,Icons,Icons,91,88,87,92,47,86
Oleksandr Zinchenko,90,fut-birthday,LB,Ukraine,Premier League,Arsenal,90,78,89,90,87,81
Oleksandr Zinchenko,90,fut-birthday,LB,Ukraine,Premier League,Arsenal,90,78,89,90,87,81
Jack Grealish,90,vfua1,CAM,England,Premier League,Manchester City,88,86,91,94,50,78
Angel Gomes,90,fantasy-fut,LM,England,Ligue 1 Uber Eats,LOSC Lille,95,87,87,94,58,75
Marcel Sabitzer,90,fantasy-fut,CM,Austria,Premier League,Manchester Utd,84,87,90,90,80,86
Saeed Al Owairan,90,fut-fantasy-hero,RW,Saudi Arabia,LaLiga Santander,HERO,99,88,86,94,41,79
Antonio Di Natale,90,fut-fantasy-hero,ST,Italy,Serie A TIM,HERO,93,93,87,93,48,73
Dayot Upamecano,90,fantasy-fut,CB,France,Bundesliga,FC Bayern München,87,51,73,77,89,92
Ismaël Bennacer,90,fantasy-fut,CDM,Algeria,Serie A TIM,Milan,86,79,89,94,87,86
Kaoru Mitoma,90,fantasy-fut,LM,Japan,Premier League,Brighton,96,86,86,93,72,80
De Marcos,90,fantasy-fut,RB,Spain,LaLiga Santander,Athletic Club,92,77,87,85,86,89
Fabián,90,fantasy-fut,CM,Spain,Ligue 1 Uber Eats,Paris SG,83,86,88,93,87,80
Sami Al Jaber,90,fut-fantasy-hero,ST,Saudi Arabia,MBS Pro League,HERO,93,90,79,89,48,76
Capdevila,90,fut-fantasy-hero,LB,Spain,LaLiga Santander,HERO,92,81,86,84,89,84
Amine Gouiri,90,fantasy-fut,LM,France,Ligue 1 Uber Eats,Stade Rennais FC,94,90,88,92,75,83
Fernando,90,fantasy-fut,CDM,Brazil,LaLiga Santander,Sevilla FC,83,68,82,80,91,90
William Saliba,90,fantasy-fut,CB,France,Premier League,Arsenal,86,50,78,82,91,89
Milan Škriniar,90,fantasy-fut,CB,Slovakia,Serie A TIM,Inter,83,45,61,74,92,90
Memphis Depay,90,fantasy-fut,CF,Netherlands,LaLiga Santander,FC Barcelona,90,89,89,91,36,86
Harvey Elliott,90,showdown-plus,CAM,England,Premier League,Liverpool,92,83,87,90,49,69
